CustomerKey,BirthDate,MaritalStatus,Gender,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
22528,08/02/1976,S,F,20000,0,High School,Manual,Y
22529,02/04/1975,S,M,10000,0,Partial High School,Manual,N
22530,28/03/1975,S,F,20000,0,High School,Manual,N
22531,20/11/1976,S,F,20000,0,High School,Manual,Y
22532,10/08/1976,S,M,30000,0,Partial College,Clerical,N
22533,03/02/1974,M,M,20000,0,Partial High School,Manual,N
22534,13/02/1975,S,F,30000,0,Partial College,Clerical,Y
22535,14/02/1975,M,F,40000,1,Bachelors,Skilled Manual,Y
22536,22/05/1975,M,F,40000,1,Bachelors,Skilled Manual,Y
22537,22/06/1974,S,M,20000,0,Partial High School,Manual,N
22538,10/01/1973,S,F,10000,0,Partial High School,Manual,Y
22539,11/03/1973,S,M,20000,0,Partial High School,Manual,N
22540,22/08/1973,S,F,20000,0,Partial High School,Manual,N
22541,26/12/1973,S,F,30000,0,Partial College,Clerical,N
22542,08/10/1974,S,F,30000,0,Partial College,Clerical,Y
22543,22/08/1973,S,M,40000,0,Graduate Degree,Skilled Manual,Y
22544,03/10/1972,M,F,50000,1,Graduate Degree,Skilled Manual,Y
22545,19/06/1972,M,F,50000,1,Graduate Degree,Skilled Manual,Y
22546,25/10/1971,M,M,40000,4,High School,Skilled Manual,Y
22547,03/10/1971,S,M,70000,1,Graduate Degree,Skilled Manual,Y
22548,02/10/1971,M,F,70000,1,Graduate Degree,Skilled Manual,Y
22549,19/07/1971,M,F,70000,1,Graduate Degree,Skilled Manual,Y
22550,10/03/1961,M,M,10000,1,Bachelors,Manual,Y
22551,26/06/1962,S,M,20000,1,Graduate Degree,Clerical,Y
22552,09/09/1962,S,F,20000,1,Graduate Degree,Clerical,N
22553,08/06/1935,M,F,30000,1,Graduate Degree,Clerical,N
22554,20/05/1958,M,M,10000,1,Bachelors,Manual,N
22555,06/09/1958,M,M,20000,1,Bachelors,Manual,Y
22556,09/04/1958,S,M,20000,1,Bachelors,Manual,Y
22557,14/02/1957,S,M,10000,1,Partial College,Manual,N
22558,10/04/1957,M,M,10000,1,Partial College,Manual,Y
22559,12/11/1957,S,F,10000,1,Partial College,Manual,Y
22560,16/07/1957,S,F,10000,1,Partial College,Manual,Y
22561,28/02/1957,S,F,10000,1,Partial College,Manual,N
22562,07/04/1956,S,F,10000,2,Partial College,Manual,Y
22563,22/06/1956,S,M,10000,2,Partial College,Manual,N
22564,23/09/1956,M,F,20000,1,Bachelors,Clerical,Y
22565,12/02/1956,S,F,20000,1,Bachelors,Clerical,N
22566,04/01/1955,S,M,10000,2,Partial College,Manual,Y
22567,27/01/1937,M,M,20000,1,Graduate Degree,Clerical,Y
22568,22/05/1937,S,F,20000,1,Graduate Degree,Clerical,Y
22569,02/12/1937,M,M,30000,1,Graduate Degree,Clerical,Y
22570,08/07/1939,S,M,30000,1,Bachelors,Clerical,Y
22571,10/02/1980,M,M,10000,0,Partial College,Manual,Y
22572,03/11/1980,M,F,10000,0,Partial College,Manual,Y
22573,26/03/1980,S,M,10000,0,Partial College,Manual,N
22574,21/03/1979,M,M,10000,0,Partial College,Manual,N
22575,19/08/1980,S,M,20000,0,Bachelors,Clerical,N
22576,24/12/1980,S,M,20000,0,Bachelors,Clerical,N
22577,02/06/1980,M,M,20000,0,Bachelors,Clerical,Y
22578,12/10/1977,S,M,10000,0,High School,Manual,N
22579,17/04/1976,S,F,10000,1,High School,Manual,N
22580,07/04/1979,S,F,10000,1,High School,Manual,N
22581,20/08/1979,M,F,20000,0,Bachelors,Clerical,N
22582,17/11/1979,S,F,20000,0,Bachelors,Clerical,N
22583,12/08/1977,S,M,20000,0,Partial College,Manual,Y
22584,05/04/1961,S,F,20000,1,Partial College,Manual,Y
22585,20/07/1961,S,M,30000,4,Graduate Degree,Clerical,N
22586,07/01/1961,M,M,30000,3,Graduate Degree,Clerical,N
22587,25/06/1960,S,F,20000,1,Partial College,Manual,N
22588,17/10/1960,S,F,20000,1,Partial College,Manual,Y
22589,01/04/1960,S,F,20000,1,Partial College,Manual,Y
22590,04/10/1959,M,M,20000,2,Partial College,Manual,N
22591,10/04/1958,S,M,30000,1,Graduate Degree,Clerical,N
22592,02/02/1960,S,F,30000,3,Graduate Degree,Clerical,Y
22593,16/09/1960,S,M,30000,3,Bachelors,Clerical,N
22594,22/11/1960,M,F,30000,3,Bachelors,Clerical,N
22595,21/09/1960,M,M,40000,3,Graduate Degree,Clerical,Y
22596,12/05/1959,M,M,30000,0,Bachelors,Clerical,Y
22597,25/09/1959,M,F,30000,0,Bachelors,Clerical,Y
22598,03/04/1959,S,M,30000,0,Bachelors,Clerical,N
22599,13/09/1959,M,M,40000,3,Graduate Degree,Clerical,N
22600,13/08/1958,S,M,30000,1,Bachelors,Clerical,Y
22601,24/07/1958,M,F,30000,1,Bachelors,Clerical,N
22602,05/11/1970,S,F,10000,2,High School,Manual,Y
22603,04/09/1970,S,F,10000,2,High School,Manual,Y
22604,08/09/1970,S,M,20000,0,Partial College,Manual,Y
22605,05/03/1970,S,M,20000,0,Partial College,Manual,N
22606,17/03/1970,S,M,20000,0,Partial College,Manual,Y
22607,04/03/1970,S,F,20000,0,Partial College,Manual,N
22608,06/05/1969,S,M,10000,2,High School,Manual,Y
22609,20/07/1970,M,M,30000,0,Bachelors,Clerical,Y
22610,17/10/1970,M,M,30000,0,Bachelors,Clerical,Y
22611,13/05/1970,M,M,40000,0,Graduate Degree,Clerical,Y
22612,14/06/1969,S,M,20000,0,Partial College,Manual,N
22613,20/06/1969,S,M,20000,0,Partial College,Manual,N
22614,11/11/1969,S,M,30000,0,Bachelors,Clerical,Y
22615,17/04/1969,S,F,30000,0,Bachelors,Clerical,N
22616,18/08/1969,S,M,40000,0,Graduate Degree,Clerical,Y
22618,01/08/1969,M,F,40000,0,Graduate Degree,Clerical,Y
22619,11/02/1969,S,F,50000,0,Graduate Degree,Skilled Manual,N
22620,13/03/1969,S,F,50000,0,Graduate Degree,Skilled Manual,N
22621,09/12/1969,M,M,50000,0,Graduate Degree,Skilled Manual,Y
22622,13/05/1952,M,M,10000,3,Partial College,Manual,N
22623,01/03/1952,S,M,10000,3,Partial College,Manual,N
22624,18/10/1951,M,F,10000,3,High School,Manual,N
22625,24/07/1968,S,F,10000,3,High School,Manual,Y
22626,25/03/1968,S,M,10000,3,High School,Manual,Y
22627,17/05/1968,S,F,20000,1,Partial College,Manual,N
22628,25/06/1968,M,M,20000,1,Partial College,Manual,Y
22629,03/08/1923,M,M,40000,1,Graduate Degree,Clerical,Y
22630,08/10/1968,M,M,30000,1,Bachelors,Clerical,Y
22631,15/09/1968,S,M,30000,1,Bachelors,Clerical,N
22632,12/04/1968,M,F,40000,0,Graduate Degree,Clerical,Y
22633,05/10/1968,S,F,40000,0,Graduate Degree,Clerical,Y
22634,27/05/1968,S,F,40000,0,Graduate Degree,Clerical,Y
22635,14/01/1968,S,F,40000,0,Graduate Degree,Clerical,N
22636,14/05/1968,S,F,40000,0,Bachelors,Clerical,N
22637,16/12/1968,M,F,40000,0,Bachelors,Clerical,Y
22638,19/10/1967,S,F,10000,3,Partial High School,Manual,Y
22639,10/04/1967,S,F,20000,1,Partial College,Manual,Y
22640,17/06/1967,M,M,20000,1,Partial College,Manual,Y
22641,24/03/1967,S,F,20000,1,Partial College,Manual,Y
22642,24/04/1967,S,M,20000,1,Partial College,Manual,N
22643,13/11/1967,S,F,20000,1,High School,Manual,Y
22644,16/03/1967,S,M,30000,1,Bachelors,Clerical,Y
22645,08/02/1967,S,F,30000,1,Bachelors,Clerical,N
22646,25/07/1966,S,F,20000,1,High School,Manual,N
22647,27/11/1967,S,F,40000,0,Bachelors,Clerical,N
22648,03/10/1967,S,F,40000,0,Bachelors,Clerical,N
22649,20/08/1966,S,M,30000,1,Bachelors,Clerical,N
22650,20/04/1966,S,F,30000,1,Bachelors,Clerical,N
22651,15/11/1966,S,M,30000,1,Bachelors,Clerical,N
22652,02/12/1965,S,M,20000,2,High School,Manual,Y
22653,17/06/1965,S,F,20000,2,High School,Manual,Y
22654,22/09/1965,S,M,20000,2,High School,Manual,Y
22655,16/04/1965,S,M,20000,2,High School,Manual,Y
22656,25/04/1964,S,M,10000,5,Partial High School,Manual,Y
22657,19/02/1964,S,M,10000,3,Partial High School,Manual,Y
22658,17/11/1964,S,M,20000,2,High School,Manual,Y
22659,23/02/1964,S,F,20000,2,High School,Manual,Y
22660,16/07/1964,S,F,20000,2,High School,Manual,N
22661,06/08/1964,M,F,30000,1,Bachelors,Skilled Manual,Y
22662,15/02/1964,M,M,30000,1,Bachelors,Skilled Manual,Y
22663,18/02/1966,S,M,30000,2,Partial College,Manual,Y
22664,22/06/1966,M,F,40000,0,Bachelors,Professional,N
22665,13/12/1966,S,M,40000,0,Bachelors,Professional,N
22666,16/11/1966,M,F,40000,0,Bachelors,Professional,N
22667,14/04/1966,S,M,40000,0,Bachelors,Professional,Y
22668,28/05/1966,M,F,40000,0,Bachelors,Professional,N
22669,20/08/1966,S,F,40000,0,Bachelors,Professional,Y
22671,08/04/1963,S,M,30000,2,Partial College,Manual,Y
22672,08/07/1963,S,F,30000,2,Partial College,Clerical,Y
22673,12/11/1963,S,M,30000,2,Partial College,Clerical,Y
22674,23/06/1963,S,M,30000,2,Partial College,Clerical,Y
22675,23/07/1965,S,F,30000,2,Partial College,Clerical,Y
22676,15/04/1965,S,F,30000,2,Partial College,Clerical,Y
22677,12/10/1965,S,M,30000,2,Partial College,Clerical,Y
22678,20/03/1964,M,F,40000,1,Bachelors,Skilled Manual,Y
22679,03/05/1964,M,M,40000,1,Bachelors,Skilled Manual,Y
22680,12/04/1964,M,M,40000,1,Bachelors,Skilled Manual,Y
22681,20/11/1963,S,M,30000,2,Partial College,Clerical,Y
22682,26/11/1963,S,M,30000,2,Partial College,Clerical,N
22683,03/09/1963,S,M,30000,3,Partial College,Clerical,Y
22684,16/05/1963,M,F,40000,1,Bachelors,Skilled Manual,Y
22685,05/05/1979,S,NA,30000,3,Partial College,Clerical,Y
22686,12/03/1979,S,M,30000,3,Partial College,Clerical,Y
22688,19/09/1962,S,M,30000,1,Partial College,Clerical,N
22689,15/04/1962,S,M,30000,1,Partial College,Clerical,N
22690,13/04/1962,M,M,40000,1,Bachelors,Skilled Manual,Y
22691,20/06/1962,M,M,40000,1,Bachelors,Skilled Manual,Y
22692,11/12/1962,M,F,40000,1,Bachelors,Skilled Manual,Y
22693,16/06/1962,M,M,40000,1,Bachelors,Skilled Manual,Y
22695,17/08/1978,S,M,30000,4,Partial College,Clerical,Y
22696,08/07/1977,S,F,20000,0,High School,Manual,Y
22697,05/06/1977,S,M,20000,0,High School,Manual,N
22698,09/01/1975,M,M,10000,0,Partial High School,Manual,N
22699,25/08/1975,M,M,10000,0,Partial High School,Manual,Y
22700,07/06/1975,M,F,10000,0,Partial High School,Manual,N
22701,06/04/1975,S,F,20000,0,High School,Manual,N
22702,06/02/1975,S,F,20000,0,High School,Manual,N
22703,08/07/1976,S,M,20000,0,High School,Manual,N
22704,12/02/1976,S,F,20000,0,High School,Manual,N
22705,25/03/1976,S,F,20000,0,Partial High School,Manual,N
22706,26/04/1976,S,F,30000,0,Partial College,Clerical,Y
22707,19/01/1976,S,F,30000,0,Partial College,Clerical,N
22708,01/06/1974,S,F,10000,0,Partial High School,Manual,Y
22709,18/03/1974,S,F,20000,0,Partial High School,Manual,N
22710,10/10/1974,M,F,20000,0,Partial High School,Manual,N
22711,09/04/1973,S,M,30000,0,Partial College,Clerical,N
22712,06/02/1974,S,F,30000,0,Partial College,Clerical,N
22713,05/03/1956,S,M,70000,3,Partial College,Professional,N
22714,08/04/1965,M,F,90000,4,Partial College,Professional,Y
22715,18/11/1965,M,NA,90000,4,Partial College,Professional,Y
22716,06/07/1965,S,M,100000,3,Bachelors,Management,Y
22717,10/05/1965,M,F,100000,4,Partial College,Professional,Y
22718,11/06/1965,M,M,110000,2,Bachelors,Management,Y
22719,12/10/1965,S,M,110000,3,Bachelors,Management,Y
22720,28/10/1965,M,M,130000,1,Graduate Degree,Management,Y
22721,24/07/1962,M,F,40000,4,High School,Skilled Manual,Y
22722,19/07/1962,S,F,70000,1,Bachelors,Professional,N
22723,05/12/1942,M,M,60000,3,Graduate Degree,Management,Y
22724,26/02/1942,M,M,70000,5,Bachelors,Management,Y
22725,23/07/1943,M,M,60000,3,Graduate Degree,Management,Y
22726,15/11/1943,M,F,60000,3,Graduate Degree,Management,Y
22727,23/10/1943,M,F,60000,3,Graduate Degree,Management,Y
22728,25/03/1943,M,F,70000,5,Bachelors,Management,Y
22729,07/05/1943,M,M,70000,5,Bachelors,Management,Y
22730,14/02/1943,M,M,70000,5,Bachelors,Management,Y
22731,11/08/1943,M,M,70000,5,Bachelors,Management,Y
22732,15/08/1943,M,M,80000,5,Bachelors,Management,Y
22733,19/02/1943,M,F,80000,5,Bachelors,Management,N
22735,25/06/1944,M,F,40000,4,High School,Professional,Y
22736,11/07/1944,M,F,40000,4,High School,Professional,N
22737,08/05/1944,M,F,70000,4,Bachelors,Management,Y
22738,10/07/1944,M,F,70000,4,Bachelors,Management,Y
22739,10/04/1944,M,F,70000,4,Bachelors,Management,Y
22740,12/06/1945,S,F,40000,4,High School,Professional,N
22741,21/12/1945,M,M,40000,4,High School,Professional,Y
22742,07/06/1945,S,M,40000,4,High School,Professional,N
22743,08/09/1945,M,F,40000,5,High School,Professional,Y
22744,12/09/1945,S,M,40000,5,High School,Professional,N
22745,16/02/1945,M,F,40000,5,High School,Professional,Y
22746,06/09/1945,M,F,70000,5,Bachelors,Management,Y
22747,10/03/1945,M,F,70000,5,Bachelors,Management,Y
22748,13/09/1946,S,M,70000,5,Bachelors,Management,Y
22749,10/07/1946,M,F,70000,5,Bachelors,Management,Y
22750,04/06/1946,M,M,70000,5,Bachelors,Management,Y
22751,18/07/1946,M,M,60000,4,Bachelors,Management,N
22752,11/04/1946,M,M,60000,4,Bachelors,Management,N
22753,22/08/1947,S,F,70000,2,Partial College,Professional,N
22754,25/02/1947,M,M,70000,2,Partial College,Professional,Y
22755,11/05/1947,M,M,70000,2,Partial College,Professional,Y
22756,07/11/1947,M,M,70000,2,Partial College,Professional,Y
22757,04/05/1947,M,F,70000,2,Partial College,Professional,Y
22758,20/05/1948,S,F,60000,2,Partial College,Professional,N
22759,21/11/1948,M,F,60000,2,Partial College,Professional,Y
22760,04/10/1948,M,M,60000,2,Partial College,Professional,N
22761,09/09/1948,S,M,60000,2,Partial College,Professional,Y
22762,13/04/1948,M,F,60000,2,Partial College,Professional,Y
22763,10/08/1948,S,F,60000,2,Partial College,Professional,Y
22764,04/06/1948,M,M,60000,2,Partial College,Professional,Y
22765,21/09/1949,M,M,60000,2,Partial College,Professional,Y
22766,05/11/1949,M,F,60000,2,Partial College,Professional,Y
22767,21/05/1949,M,M,60000,2,Partial College,Professional,Y
22768,22/07/1949,M,M,60000,2,Bachelors,Management,Y
22769,22/10/1949,M,M,60000,2,Partial College,Professional,Y
22770,25/11/1949,M,F,70000,4,Partial College,Professional,Y
22771,27/11/1950,M,M,40000,2,Partial High School,Skilled Manual,N
22772,13/12/1950,M,F,40000,2,Partial High School,Skilled Manual,Y
22773,23/04/1950,M,F,60000,2,Partial College,Professional,Y
22774,19/10/1950,M,M,60000,2,Partial College,Professional,Y
22775,20/08/1950,M,F,60000,2,Partial College,Professional,Y
22776,06/05/1950,M,F,70000,4,Partial College,Professional,Y
22777,12/04/1951,M,M,60000,2,High School,Professional,Y
22778,13/11/1951,M,F,60000,2,Partial College,Professional,Y
22779,12/12/1951,M,M,60000,2,Partial College,Professional,Y
22780,17/05/1951,M,F,60000,2,Partial College,Professional,Y
22781,22/06/1951,M,M,70000,4,Partial College,Professional,Y
22782,03/04/1951,S,M,70000,4,Partial College,Professional,Y
22783,04/10/1952,M,M,70000,2,Partial High School,Skilled Manual,Y
22784,17/06/1952,M,M,70000,2,Partial High School,Skilled Manual,Y
22785,13/01/1952,M,M,70000,2,Partial High School,Skilled Manual,Y
22786,16/07/1952,M,M,70000,2,Partial High School,Skilled Manual,Y
22787,11/03/1952,M,F,70000,2,Partial High School,Skilled Manual,Y
22788,14/12/1952,M,M,70000,2,Partial High School,Skilled Manual,N
22789,11/07/1952,M,M,70000,2,Partial High School,Skilled Manual,Y
22790,05/02/1952,S,M,70000,2,Partial High School,Skilled Manual,Y
22791,10/03/1952,M,F,60000,2,High School,Professional,Y
22792,05/02/1953,M,M,70000,4,Partial College,Professional,Y
22793,18/06/1953,S,M,70000,4,Partial College,Professional,Y
22794,08/05/1958,M,F,130000,2,Partial College,Professional,Y
22795,18/02/1957,M,F,110000,2,Partial College,Professional,Y
22796,17/05/1957,M,M,110000,2,Partial College,Professional,N
22797,26/02/1957,M,M,130000,2,Partial College,Professional,Y
22799,04/04/1956,M,F,120000,3,Partial High School,Professional,N
22800,13/06/1955,M,M,90000,2,High School,Professional,N
22801,10/11/1955,M,F,110000,3,Partial College,Professional,Y
22802,24/03/1955,S,F,120000,3,Partial High School,Professional,Y
22803,05/02/1955,S,M,130000,3,Partial College,Professional,N
22805,25/10/1944,M,F,80000,5,Bachelors,Management,Y
22806,26/04/1944,M,F,90000,5,Partial College,Professional,Y
22807,09/04/1944,M,F,130000,3,Bachelors,Management,Y
22808,20/04/1944,S,F,170000,3,Bachelors,Management,N
22809,15/06/1945,M,M,80000,5,Partial College,Professional,Y
22810,07/04/1945,M,M,90000,5,Partial College,Professional,N
22812,24/09/1945,M,F,120000,4,Bachelors,Management,Y
22813,12/09/1945,M,M,130000,4,Bachelors,Management,Y
22814,10/02/1946,M,M,100000,2,Bachelors,Management,Y
22815,10/08/1946,M,F,100000,3,Bachelors,Management,Y
22816,07/06/1946,M,F,120000,4,Bachelors,Management,Y
22817,18/03/1946,S,M,120000,4,Bachelors,Management,Y
22818,01/04/1946,M,F,150000,3,Graduate Degree,Management,Y
22819,20/05/1953,M,F,80000,4,Partial College,Professional,Y
22820,13/11/1954,M,M,100000,3,High School,Professional,Y
22821,01/06/1954,M,F,130000,3,Partial College,Professional,Y
22822,22/02/1954,M,M,170000,5,High School,Professional,Y
22823,12/07/1953,M,F,160000,2,Bachelors,Management,Y
22824,21/11/1952,M,F,80000,4,Partial College,Professional,N
22825,12/05/1952,S,F,120000,4,Partial College,Professional,Y
22826,19/10/1952,M,M,130000,4,High School,Professional,Y
22827,18/12/1951,M,M,80000,5,High School,Professional,Y
22828,02/01/1950,M,M,160000,4,Partial College,Management,Y
22829,27/08/1949,M,F,80000,5,High School,Management,Y
22830,05/11/1949,M,M,120000,4,Partial College,Management,Y
22831,06/12/1948,S,M,70000,5,Partial High School,Skilled Manual,Y
22832,09/06/1948,M,M,70000,5,Partial High School,Skilled Manual,Y
22833,22/03/1948,M,M,80000,5,High School,Management,Y
22834,18/04/1947,M,M,100000,3,Partial High School,Professional,Y
22835,13/11/1947,M,M,100000,4,Partial High School,Professional,Y
22836,04/04/1947,S,F,110000,4,Partial High School,Professional,Y
22837,10/02/1947,M,M,120000,5,High School,Management,Y
22838,02/08/1947,M,M,130000,5,Partial High School,Professional,Y
22839,19/05/1975,S,F,60000,0,Bachelors,Professional,N
22840,10/04/1976,S,M,70000,0,Bachelors,Professional,Y
22841,19/08/1976,S,M,70000,0,Bachelors,Professional,Y
22842,20/04/1976,S,F,70000,0,Bachelors,Professional,N
22843,07/10/1976,S,F,70000,0,Bachelors,Professional,N
22844,18/08/1976,M,F,70000,0,Bachelors,Professional,N
22845,13/03/1976,M,M,80000,0,Bachelors,Professional,N
22846,18/05/1975,S,M,80000,0,Bachelors,Professional,N
22847,20/11/1974,S,F,80000,0,Bachelors,Professional,N
22848,09/10/1974,S,M,80000,0,Bachelors,Professional,N
22849,17/05/1973,M,M,80000,0,Bachelors,Professional,Y
22850,05/02/1974,M,M,130000,4,High School,Management,N
22851,16/07/1973,S,F,90000,0,Bachelors,Professional,N
22852,22/08/1972,M,M,80000,0,Bachelors,Professional,Y
22853,05/05/1972,S,F,80000,0,Bachelors,Professional,Y
22854,20/08/1973,S,F,100000,0,High School,Management,Y
22855,12/02/1973,M,F,110000,0,Partial College,Management,N
22856,14/10/1971,M,M,80000,0,Bachelors,Professional,N
22857,15/01/1972,M,M,110000,0,High School,Management,Y
22858,16/08/1972,M,F,130000,4,High School,Management,Y
22859,24/07/1971,M,F,90000,0,Bachelors,Professional,N
22860,27/05/1970,M,M,100000,0,High School,Management,Y
22862,23/01/1964,M,M,110000,3,Bachelors,Management,Y
22863,11/05/1956,M,M,70000,4,Partial College,Professional,Y
22864,25/12/1956,M,M,90000,2,Partial College,Professional,N
22865,03/02/1934,M,F,80000,4,Graduate Degree,Management,Y
22866,14/06/1974,S,M,30000,0,Partial College,Clerical,Y
22867,06/12/1980,S,M,20000,0,Partial High School,Manual,N
22868,23/02/1980,S,M,20000,0,Partial High School,Manual,N
22869,13/10/1980,S,M,20000,0,Partial High School,Manual,N
22870,15/11/1978,S,F,30000,0,High School,Manual,Y
22871,07/10/1962,M,M,70000,1,Partial College,Skilled Manual,Y
22872,26/06/1962,M,F,70000,1,Partial College,Skilled Manual,Y
22873,26/01/1962,M,M,70000,1,Partial College,Skilled Manual,Y
22874,10/10/1961,S,M,40000,4,High School,Skilled Manual,Y
22875,16/03/1961,S,M,40000,4,High School,Skilled Manual,Y
22876,16/11/1961,M,F,40000,4,High School,Skilled Manual,Y
22877,10/11/1961,M,M,60000,1,Partial College,Skilled Manual,Y
22878,11/07/1961,M,F,60000,1,Partial College,Skilled Manual,Y
22879,20/11/1961,M,F,60000,1,Partial College,Skilled Manual,Y
22880,01/07/1960,M,F,40000,4,High School,Skilled Manual,Y
22881,19/10/1960,M,M,40000,4,High School,Skilled Manual,Y
22882,05/03/1967,S,M,50000,0,Partial College,Skilled Manual,N
22883,14/05/1967,S,M,50000,0,Partial College,Skilled Manual,N
22884,23/11/1967,S,F,50000,0,Partial College,Skilled Manual,N
22885,28/02/1967,S,M,60000,0,Graduate Degree,Professional,Y
22886,08/09/1967,S,F,60000,0,Graduate Degree,Professional,Y
22887,04/03/1960,M,M,60000,1,Partial College,Skilled Manual,Y
22888,04/03/1960,M,F,60000,1,Partial College,Skilled Manual,Y
22889,26/05/1959,M,F,60000,1,Partial College,Skilled Manual,Y
22890,25/09/1959,M,F,60000,4,Bachelors,Professional,Y
22891,01/02/1959,M,F,60000,4,Bachelors,Professional,Y
22892,17/04/1959,S,M,70000,1,Graduate Degree,Professional,N
22893,17/07/1959,S,F,70000,2,Graduate Degree,Professional,N
22894,02/05/1959,M,F,70000,5,Graduate Degree,Professional,Y
22895,20/11/1959,S,M,70000,5,Graduate Degree,Professional,Y
22896,19/03/1958,M,M,60000,3,Bachelors,Professional,Y
22897,27/05/1958,M,F,60000,1,Bachelors,Professional,Y
